"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","negative regulation of hydrolase activity","GO:0051346","0.0036293985295843883","2.440165341059167","330","55","8","21110","APOA1,APOC3,APOA2,GZMA,CST7,GAPDH,ANXA1,MMP9"
"GO:BP","lymphocyte activation","GO:0046649","0.0038982606969656802","2.409129120716658","847","39","10","21110","IGHG1,IGHM,HLA-DRB1,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA"
"GO:BP","regulation of leukocyte proliferation","GO:0070663","0.003902139405649283","2.408697219302661","267","48","7","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","response to chemokine","GO:1990868","0.003917564769818564","2.4069838145295033","99","127","7","21110","CCL5,CXCR1,CCL3,PF4,CCL4,XCL2,PPBP"
"GO:BP","cellular response to chemokine","GO:1990869","0.003917564769818564","2.4069838145295033","99","127","7","21110","CCL5,CXCR1,CCL3,PF4,CCL4,XCL2,PPBP"
"GO:BP","positive regulation of lipid localization","GO:1905954","0.004078477201314612","2.3895019610559562","109","116","7","21110","APOA1,ANXA2,CD36,ACSL1,SPP1,PLTP,APOB"
"GO:BP","positive regulation of natural killer cell chemotaxis","GO:2000503","0.004078769102576986","2.3894708792171","6","105","3","21110","CCL5,CCL3,CCL4"
"GO:BP","interleukin-1 production","GO:0032612","0.00410515764113489","2.3866701609902217","112","113","7","21110","APOA1,ANXA1,CD36,CCL3,IL1R2,SAA1,ORM1"
"GO:BP","regulation of interleukin-1 production","GO:0032652","0.00410515764113489","2.3866701609902217","112","113","7","21110","APOA1,ANXA1,CD36,CCL3,IL1R2,SAA1,ORM1"
"GO:BP","regulation of digestive system process","GO:0044058","0.004105589203263227","2.3866245073963017","44","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","regulation of lipid metabolic process","GO:0019216","0.00414000188250403","2.3829994614006162","342","72","9","21110","APOA1,APOA4,APOC3,APOA2,APOC2,CD74,ANXA1,PRKAG2,ACSL3"
"GO:BP","regulation of phosphorylation","GO:0042325","0.004453324000404844","2.351315706739624","1181","74","16","21110","S100A12,APOA1,FABP4,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","regulation of production of molecular mediator of immune response","GO:0002700","0.004476065006559404","2.3491036147743785","187","69","7","21110","APOA1,APOA2,RBP4,PTPRC,CD74,CD36,IRAK3"
"GO:BP","negative regulation of immune effector process","GO:0002698","0.0045908249069696394","2.3381092708120663","120","69","6","21110","APOA1,APOA2,PTPRC,ANXA1,CD59,IRAK3"
"GO:BP","regulation of cellular metabolic process","GO:0031323","0.004834904275295173","2.3156121199517403","5493","74","38","21110","S100A12,APOA1,APOA4,APOC3,FABP4,HP,EZR,NAMPT,APOC2,HLA-DRB1,GZMA,ANXA3,S100A8,BASP1,ITGAM,PTPRC,CCL5,CD74,FCGR1A,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,PKM,STAT1,PRDX6,YWHAH,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","positive regulation of phagocytosis","GO:0050766","0.0052537658449436885","2.279529287186605","72","66","5","21110","APOA1,APOA2,PTPRC,FCGR1A,CD36"
"GO:BP","positive regulation of kinase activity","GO:0033674","0.005367821572622269","2.270201928627709","441","74","10","21110","S100A12,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,PRKAG2,ACSL1,SASH1"
"GO:BP","positive regulation of lipase activity","GO:0060193","0.005373106455653457","2.269774554807286","67","32","4","21110","APOA1,APOA4,APOC2,CCL5"
"GO:BP","myeloid cell differentiation","GO:0030099","0.005382060803759478","2.269051400108486","419","115","12","21110","HLA-DRB1,CD74,ANXA2,HSPA1A,MMP9,STAT1,CEBPA,TSPAN2,PRTN3,CCL3,PF4,TF"
"GO:BP","myeloid dendritic cell antigen processing and presentation","GO:0002469","0.005734087513849478","2.2415356831209805","2","39","2","21110","HLA-DRB1,HLA-DRA"
"GO:BP","antigen processing and presentation of endogenous peptide antigen via MHC class II","GO:0002491","0.005734087513849478","2.2415356831209805","2","39","2","21110","HLA-DRB1,HLA-DRA"
"GO:BP","T cell activation","GO:0042110","0.0057942486212983575","2.2370028738990126","547","48","9","21110","HLA-DRB1,PTPRC,CCL5,NKG7,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","microglial cell activation","GO:0001774","0.005823939193481214","2.234783168048287","46","106","5","21110","ITGAM,PTPRC,CST7,CCL3,MMP8"
"GO:BP","positive regulation of leukocyte mediated cytotoxicity","GO:0001912","0.005876743735472714","2.2308632469573135","56","39","4","21110","HLA-DRB1,ITGAM,PTPRC,HLA-DRA"
"GO:BP","regulation of T cell proliferation","GO:0042129","0.005923295103331098","2.2274366299193007","182","48","6","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,HLA-DPA1,ANXA1"
"GO:BP","cellular response to type II interferon","GO:0071346","0.0060315486261668765","2.219571166558008","123","109","7","21110","CCL5,HLA-DPA1,GAPDH,STAT1,CCL3,CCL4,XCL2"
"GO:BP","long-chain fatty acid transport","GO:0015909","0.006095741009214373","2.2149734932200422","68","72","5","21110","FABP4,ANXA1,CD36,ACSL1,ACSL3"
"GO:BP","cellular lipid metabolic process","GO:0044255","0.0064615741714421455","2.189661666108926","1012","78","15","21110","APOA1,APOA4,APOC3,APOA2,APOC2,RBP4,CD74,ANXA1,PRDX6,PRKAG2,CD36,FAAH,ACSL1,ACSL3,ST6GALNAC3"
"GO:BP","positive regulation of lymphocyte chemotaxis","GO:0140131","0.006485364987014065","2.188065577423281","21","109","4","21110","CCL5,CCL3,CCL4,XCL2"
"GO:BP","positive regulation of T cell proliferation","GO:0042102","0.006571721797086919","2.1823208299824666","104","48","5","21110","PTPRC,CCL5,HLA-DPB1,HLA-DPA1,ANXA1"
"GO:BP","intermembrane lipid transfer","GO:0120009","0.006831452411105887","2.1654869526770835","52","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","cellular response to oxygen-containing compound","GO:1901701","0.0070052526510698595","2.154576196854039","1287","104","20","21110","APOA4,FABP4,EZR,HLA-DRB1,BPI,CCL5,ANXA1,HSP90B1,MMP9,PKM,STAT1,RAB10,PDE4B,CD36,CEBPA,SASH1,SPP1,CCL3,SPON2,PF4"
"GO:BP","negative regulation of very-low-density lipoprotein particle clearance","GO:0010916","0.007096590647462071","2.148950245451077","4","18","2","21110","APOC3,APOC2"
"GO:BP","regulation of very-low-density lipoprotein particle clearance","GO:0010915","0.007096590647462071","2.148950245451077","4","18","2","21110","APOC3,APOC2"
"GO:BP","regulation of cell communication","GO:0010646","0.00742166615310202","2.1294985853047406","3423","109","37","21110","S100A12,APOA1,APOC3,EZR,HLA-DRB1,LRG1,S100A8,RBP4,PTPRC,CCL5,CD74,GAPDH,MUC1,RALGAPA2,ANXA1,HSPA1A,PPIA,MMP9,STAT1,YWHAH,PDE4B,CD36,IRAK3,SASH1,TSPEAR,OAS3,CD177,SPP1,AREG,CCL3,IL1R2,LY6E,PF4,CCL4,MMP8,DUSP2,XCL2"
"GO:BP","monocarboxylic acid biosynthetic process","GO:0072330","0.007498524095876672","2.1250242086206863","215","65","7","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,PRKAG2"
"GO:BP","regulation of catabolic process","GO:0009894","0.007546884581088857","2.1222322918768297","1003","70","14","21110","APOA1,APOA4,APOC3,APOA2,HP,EZR,APOC2,GAPDH,ANXA2,HSPA1A,PSME2,PRKAG2,IRAK3,CEBPA"
"GO:BP","negative regulation of response to external stimulus","GO:0032102","0.007584698449027357","2.120061681129957","401","124","12","21110","APOA1,HLA-DRB1,PTPRC,CST7,ANXA2,IRAK3,OAS3,SPP1,SAA1,KNG1,KLRD1,USP18"
"GO:BP","MAPK cascade","GO:0000165","0.007729769438655956","2.11183345989963","772","115","16","21110","S100A12,EZR,HLA-DRB1,PTPRC,CCL5,CD74,PPIA,CD36,IRAK3,SASH1,CCL3,CCL4,MMP8,DUSP2,XCL2,TF"
"GO:BP","cellular ketone metabolic process","GO:0042180","0.0077310277947699","2.111762765341062","216","65","7","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,PRKAG2"
"GO:BP","leukocyte activation involved in inflammatory response","GO:0002269","0.008005564981671376","2.096608012930967","49","106","5","21110","ITGAM,PTPRC,CST7,CCL3,MMP8"
"GO:BP","negative regulation of cellular process","GO:0048523","0.008195343945435076","2.086432815068467","4753","70","33","21110","APOA1,APOA4,APOC3,FABP4,APOA2,HP,EZR,APOC2,HLA-DRB1,BPI,GZMA,RBP4,BASP1,ITGAM,PTPRC,CCL5,CD74,CST7,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,STAT1,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA"
"GO:BP","leukocyte differentiation","GO:0002521","0.00850640643111772","2.0702538707902485","610","129","15","21110","HLA-DRB1,PTPRC,CD74,HLA-DRA,ANXA2,ANXA1,MMP9,CEBPA,TSPAN2,PRTN3,CCL3,PF4,CD83,TF,ACTB"
"GO:BP","positive regulation of leukocyte mediated immunity","GO:0002705","0.008581080626609035","2.0664580174401475","136","39","5","21110","HLA-DRB1,ITGAM,PTPRC,FCGR1A,HLA-DRA"
"GO:BP","negative regulation of macrophage activation","GO:0043031","0.008693607984696636","2.06079994706691","18","40","3","21110","BPI,PTPRC,CST7"
"GO:BP","negative regulation of leukocyte activation","GO:0002695","0.0088131195369433","2.054870339275045","195","48","6","21110","HLA-DRB1,BPI,PTPRC,CD74,CST7,ANXA1"
"GO:BP","complement activation, classical pathway","GO:0006958","0.008869254136070879","2.0521129008231305","111","128","7","21110","IGHG1,IGHM,IGHV3-30,IGHG4,IGHA1,C9,IGLC3"
"GO:BP","chemotaxis","GO:0006935","0.00888075495550247","2.0515501131547187","631","110","14","21110","S100A12,APOA1,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,PDE4B,CCL3,PF4,CCL4,XCL2,SAA1"
"GO:BP","regulation of intrinsic apoptotic signaling pathway","GO:2001242","0.00900066764533504","2.0457252745683885","170","55","6","21110","S100A8,CD74,MUC1,HSPA1A,PPIA,MMP9"
"GO:BP","taxis","GO:0042330","0.009207570464082264","2.0358549488732662","633","110","14","21110","S100A12,APOA1,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,PDE4B,CCL3,PF4,CCL4,XCL2,SAA1"
"GO:BP","regulation of intracellular signal transduction","GO:1902531","0.009396031414958346","2.0270555398594965","1728","74","19","21110","S100A12,APOA1,APOC3,EZR,HLA-DRB1,S100A8,PTPRC,CCL5,CD74,GAPDH,MUC1,RALGAPA2,HSPA1A,PPIA,MMP9,STAT1,CD36,IRAK3,SASH1"
"GO:BP","cellular response to lipopolysaccharide","GO:0071222","0.00962469278548882","2.016613124021676","212","127","9","21110","BPI,CCL5,PDE4B,CD36,SASH1,CCL3,SPON2,PF4,PPBP"
"GO:BP","regulation of phagocytosis","GO:0050764","0.009693128806251903","2.013536016142013","101","93","6","21110","APOA1,APOA2,PTPRC,FCGR1A,CD36,PRTN3"
"GO:BP","lymphocyte proliferation","GO:0046651","0.009784594474870461","2.009457169083711","307","48","7","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","positive regulation of B cell activation","GO:0050871","0.009959303724023504","2.001771022960292","159","128","8","21110","IGHG1,IGHM,PTPRC,CD74,IGHV3-30,IGHG4,IGHA1,IGLC3"
"GO:BP","response to interleukin-1","GO:0070555","0.010127083103847077","1.9945156261424388","133","109","7","21110","CCL5,ANXA1,IRAK3,CCL3,IL1R2,CCL4,XCL2"
"GO:BP","negative regulation of lipase activity","GO:0060192","0.010433327744804419","1.981577149799532","16","48","3","21110","APOC3,APOA2,ANXA1"
"GO:BP","positive regulation of cell killing","GO:0031343","0.01070429287049713","1.9704420170743082","65","39","4","21110","HLA-DRB1,ITGAM,PTPRC,HLA-DRA"
"GO:BP","negative regulation of intrinsic apoptotic signaling pathway","GO:2001243","0.010720027926269967","1.969804083280455","100","55","5","21110","CD74,MUC1,HSPA1A,PPIA,MMP9"
"GO:BP","positive regulation of protein phosphorylation","GO:0001934","0.010997597172872443","1.9587021919829841","712","74","12","21110","S100A12,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PRKAG2,CD36,ACSL1,SASH1"
"GO:BP","positive regulation of T cell differentiation","GO:0045582","0.01123044033803673","1.9496032150092146","116","48","5","21110","HLA-DRB1,PTPRC,CD74,HLA-DRA,ANXA1"
"GO:BP","regulation of natural killer cell chemotaxis","GO:2000501","0.011337977599699005","1.9454644053743948","8","105","3","21110","CCL5,CCL3,CCL4"
"GO:BP","mononuclear cell proliferation","GO:0032943","0.011338611870349654","1.9454401106942758","314","48","7","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","regulation of leukocyte mediated immunity","GO:0002703","0.011548897585504087","1.937459469917511","235","42","6","21110","HLA-DRB1,ITGAM,PTPRC,FCGR1A,HLA-DRA,KLRB1"
"GO:BP","glial cell activation","GO:0061900","0.011857261402611959","1.9260156056658928","53","106","5","21110","ITGAM,PTPRC,CST7,CCL3,MMP8"
"GO:BP","Cdc42 protein signal transduction","GO:0032488","0.012167833969668477","1.9147867248712933","15","6","2","21110","APOA1,APOC3"
"GO:BP","lymphocyte activation involved in immune response","GO:0002285","0.012411143037579463","1.906188219141614","207","48","6","21110","HLA-DRB1,PTPRC,NKG7,CD74,HLA-DRA,ANXA1"
"GO:BP","production of molecular mediator of immune response","GO:0002440","0.01266582163433931","1.897366632191191","219","69","7","21110","APOA1,APOA2,RBP4,PTPRC,CD74,CD36,IRAK3"
"GO:BP","positive regulation of hydrolase activity","GO:0051345","0.01285003148538276","1.8910958082150804","568","109","13","21110","APOA1,APOA4,APOC2,S100A8,PTPRC,CCL5,RALGAPA2,HSPA1A,PSME2,PRTN3,CCL3,CCL4,XCL2"
"GO:BP","macrophage differentiation","GO:0030225","0.012991417664361647","1.8863434547610325","55","104","5","21110","HLA-DRB1,MMP9,CEBPA,TSPAN2,PF4"
"GO:BP","positive regulation of MAPK cascade","GO:0043410","0.013015275972489884","1.8855466187911007","483","109","12","21110","S100A12,HLA-DRB1,PTPRC,CCL5,CD74,PPIA,CD36,SASH1,CCL3,CCL4,MMP8,XCL2"
"GO:BP","regulation of developmental process","GO:0050793","0.013183976988830405","1.8799535636591485","2482","116","31","21110","EZR,HLA-DRB1,LRG1,HSPG2,ANXA3,RBP4,BASP1,PTPRC,CD74,HLA-DRA,CST7,ANXA2,ANXA1,HSPA1A,MMP9,PKM,STAT1,YWHAH,CD36,PARVB,CEBPA,SASH1,MAFF,SPP1,AREG,RND3,CCL3,PF4,CD83,CRP,APOB"
"GO:BP","negative regulation of lipid localization","GO:1905953","0.013314520156095452","1.8756744805442316","46","18","3","21110","APOC3,APOA2,APOC2"
"GO:BP","cellular response to molecule of bacterial origin","GO:0071219","0.013468258058906819","1.8706885708935765","221","127","9","21110","BPI,CCL5,PDE4B,CD36,SASH1,CCL3,SPON2,PF4,PPBP"
"GO:BP","secretion by cell","GO:0032940","0.013548757363357877","1.868100534677701","821","126","17","21110","EZR,HLA-DRB1,ANXA3,RBP4,ITGAM,CCL5,NKG7,ANXA2,ANXA1,PPIA,RAB10,CD177,SPP1,CCL3,SAA1,PTGDS,GLUL"
"GO:BP","regulation of hemopoiesis","GO:1903706","0.013655462696585033","1.8646935798033224","412","107","11","21110","HLA-DRB1,PTPRC,CD74,HLA-DRA,ANXA1,HSPA1A,STAT1,CEBPA,CCL3,PF4,CD83"
"GO:BP","regulation of cell adhesion","GO:0030155","0.013810560715075563","1.8597886885090045","778","48","10","21110","APOA1,HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,MUC1,ANXA1"
"GO:BP","glycerolipid metabolic process","GO:0046486","0.01385917613781846","1.8582625857006767","397","72","9","21110","APOA1,APOA4,APOC3,APOA2,APOC2,PRDX6,FAAH,ACSL1,ACSL3"
"GO:BP","lipid catabolic process","GO:0016042","0.014243580416894127","1.8463808281255207","346","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","T cell proliferation","GO:0042098","0.014612246656915058","1.835283005442258","213","48","6","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,HLA-DPA1,ANXA1"
"GO:BP","cell migration","GO:0016477","0.01499891343730822","1.8239402012958728","1505","110","22","21110","S100A12,APOA1,LRG1,ANXA3,S100A8,PTPRC,CCL5,CXCR1,CD74,ANXA1,PPIA,MMP9,PDE4B,SASH1,CD177,PRTN3,RND3,CCL3,PF4,CCL4,XCL2,SAA1"
"GO:BP","positive regulation of endocytosis","GO:0045807","0.015488795569496484","1.8099823522768563","155","66","6","21110","APOA1,APOA2,PTPRC,FCGR1A,ANXA2,CD36"
"GO:BP","regulation of lymphocyte chemotaxis","GO:1901623","0.015880828445525914","1.799126845741678","26","109","4","21110","CCL5,CCL3,CCL4,XCL2"
"GO:BP","leukocyte degranulation","GO:0043299","0.015970875648314935","1.796671271788514","84","122","6","21110","ANXA3,ITGAM,NKG7,CD177,CCL3,PTGDS"
"GO:BP","cell death","GO:0008219","0.016127941288523767","1.7924210662189786","2129","58","18","21110","HP,LCN2,GZMA,S100A8,ITGAM,PTPRC,CCL5,NKG7,CD74,GAPDH,MUC1,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,PKM,STAT1"
"GO:BP","negative regulation of cell activation","GO:0050866","0.016248111553040193","1.7891971079006717","217","48","6","21110","HLA-DRB1,BPI,PTPRC,CD74,CST7,ANXA1"
"GO:BP","regulation of protein kinase activity","GO:0045859","0.016495748881893417","1.7826279633625777","617","74","11","21110","S100A12,FABP4,PTPRC,CCL5,FCGR1A,PPIA,PRKAG2,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","cytolysis","GO:0019835","0.0166604508826545","1.7783132494358864","24","120","4","21110","GZMA,NKG7,C9,GZMH"
"GO:BP","chylomicron remnant clearance","GO:0034382","0.01772355151825794","1.7514492480113402","6","18","2","21110","APOC3,APOC2"
"GO:BP","very-low-density lipoprotein particle clearance","GO:0034447","0.01772355151825794","1.7514492480113402","6","18","2","21110","APOC3,APOC2"
"GO:BP","triglyceride-rich lipoprotein particle clearance","GO:0071830","0.01772355151825794","1.7514492480113402","6","18","2","21110","APOC3,APOC2"
"GO:BP","mononuclear cell migration","GO:0071674","0.01809694416183804","1.7423947536222233","201","110","8","21110","S100A12,CCL5,CXCR1,ANXA1,CCL3,CCL4,XCL2,SAA1"
"GO:BP","lipopolysaccharide-mediated signaling pathway","GO:0031663","0.019048017603792666","1.7201502162368136","63","98","5","21110","BPI,CCL5,CD36,SASH1,CCL3"
"GO:BP","positive regulation of nitrogen compound metabolic process","GO:0051173","0.019930914357854605","1.700472776991342","3131","74","26","21110","S100A12,EZR,NAMPT,HLA-DRB1,ANXA3,S100A8,PTPRC,CCL5,CD74,FCGR1A,MUC1,ANXA2,HSPA1A,PPIA,PSME2,MMP9,PKM,STAT1,PRDX6,YWHAH,PRKAG2,CD36,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","ERK1 and ERK2 cascade","GO:0070371","0.020072696091980053","1.6973942907297175","325","115","10","21110","EZR,HLA-DRB1,PTPRC,CCL5,CD74,CD36,CCL3,CCL4,XCL2,TF"
"GO:BP","positive regulation of lymphocyte differentiation","GO:0045621","0.020314213206703985","1.6921999937463312","131","48","5","21110","HLA-DRB1,PTPRC,CD74,HLA-DRA,ANXA1"
"GO:BP","blood coagulation","GO:0007596","0.0203376064878079","1.691700160081082","229","129","9","21110","ANXA2,CD59,PPIA,CD36,PF4,SAA1,SERPINA1,KNG1,ACTB"
"GO:BP","response to wounding","GO:0009611","0.02047134402524314","1.6888536432395456","576","129","14","21110","APOA4,LRG1,S100A8,ANXA2,ANXA1,CD59,PPIA,CD36,SPP1,PF4,SAA1,SERPINA1,KNG1,ACTB"
"GO:BP","positive regulation of NF-kappaB transcription factor activity","GO:0051092","0.021590325670010863","1.66574080668745","157","69","6","21110","S100A12,S100A8,HSPA1A,PPIA,CD36,IRAK3"
"GO:BP","regulation of lipoprotein particle clearance","GO:0010984","0.02160214236247731","1.6655031761609098","21","46","3","21110","APOC3,APOC2,ANXA2"
"GO:BP","regulation of signal transduction","GO:0009966","0.02180111394777895","1.6615213151562351","3003","109","33","21110","S100A12,APOA1,APOC3,EZR,HLA-DRB1,LRG1,S100A8,PTPRC,CCL5,CD74,GAPDH,MUC1,RALGAPA2,HSPA1A,PPIA,MMP9,STAT1,PDE4B,CD36,IRAK3,SASH1,TSPEAR,OAS3,CD177,AREG,CCL3,IL1R2,LY6E,PF4,CCL4,MMP8,DUSP2,XCL2"
"GO:BP","leukocyte proliferation","GO:0070661","0.0221182672727623","1.655248898314576","348","48","7","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","programmed cell death","GO:0012501","0.022334103764821308","1.6510314704499043","1961","58","17","21110","LCN2,GZMA,S100A8,ITGAM,PTPRC,CCL5,NKG7,CD74,GAPDH,MUC1,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,PKM,STAT1"
"GO:BP","neutrophil degranulation","GO:0043312","0.02327929602661152","1.6330301570281924","12","85","3","21110","ANXA3,ITGAM,CD177"
"GO:BP","phosphatidylcholine metabolic process","GO:0046470","0.02329978746362894","1.6326480405102102","78","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","negative regulation of defense response","GO:0031348","0.02372173805396982","1.62485349407695","243","124","9","21110","APOA1,HLA-DRB1,PTPRC,CST7,IRAK3,OAS3,SAA1,KLRD1,USP18"
"GO:BP","low-density lipoprotein particle clearance","GO:0034383","0.02375358442306019","1.6242708459255544","27","116","4","21110","APOC3,ANXA2,CD36,APOB"
"GO:BP","natural killer cell chemotaxis","GO:0035747","0.024120069529574215","1.6176214446136903","10","105","3","21110","CCL5,CCL3,CCL4"
"GO:BP","coagulation","GO:0050817","0.0241608703181308","1.6168874256985066","234","129","9","21110","ANXA2,CD59,PPIA,CD36,PF4,SAA1,SERPINA1,KNG1,ACTB"
"GO:BP","negative regulation of immune response","GO:0050777","0.024826193941663736","1.6050898562340843","186","124","8","21110","HLA-DRB1,PTPRC,ANXA1,CD59,IRAK3,OAS3,KLRD1,USP18"
"GO:BP","hemostasis","GO:0007599","0.024994870984360325","1.6021491005967279","235","129","9","21110","ANXA2,CD59,PPIA,CD36,PF4,SAA1,SERPINA1,KNG1,ACTB"
"GO:BP","antigen processing and presentation of endogenous antigen","GO:0019883","0.02537542019912459","1.5955867574077889","26","39","3","21110","HLA-DRB1,CD74,HLA-DRA"
"GO:BP","positive regulation of ERK1 and ERK2 cascade","GO:0070374","0.025771754295283354","1.588856017815808","213","109","8","21110","HLA-DRB1,PTPRC,CCL5,CD74,CD36,CCL3,CCL4,XCL2"
"GO:BP","regulation of superoxide metabolic process","GO:0090322","0.026787748802793342","1.5720637822337011","29","111","4","21110","ITGAM,CD36,CD177,CRP"
"GO:BP","cellular response to lipid","GO:0071396","0.027982554609124466","1.553112640022817","602","127","14","21110","BPI,CCL5,ANXA1,HSPA1A,YWHAH,PDE4B,CD36,SASH1,SPP1,CCL3,SPON2,PF4,APOB,PPBP"
"GO:BP","negative regulation of biological process","GO:0048519","0.028143516191018392","1.5506216436831255","5932","124","57","21110","APOA1,APOA4,APOC3,FABP4,APOA2,HP,EZR,APOC2,HLA-DRB1,BPI,HSPG2,GZMA,RBP4,BASP1,ITGAM,PTPRC,CCL5,CD74,CST7,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,HSP90B1,CD59,PPIA,MMP9,STAT1,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,MIR744,OAS3,MAFF,SPP1,PRTN3,AREG,CCL3,IL1R2,LY6E,PF4,MMP8,CD83,DUSP2,SAA1,CRP,ORM1,SERPINA3,SERPINA1,KNG1,KLRD1,PTGDS,USP18"
"GO:BP","positive regulation of phosphorylation","GO:0042327","0.028154525267119774","1.5504517912002045","782","74","12","21110","S100A12,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PRKAG2,CD36,ACSL1,SASH1"
"GO:BP","regulation of response to biotic stimulus","GO:0002831","0.028195065620254506","1.5498268903119725","457","124","12","21110","HLA-DRB1,CCL5,KLRB1,HSPA1A,STAT1,CD36,IRAK3,SASH1,OAS3,CFH,KLRD1,USP18"
"GO:BP","interleukin-2 production","GO:0032623","0.029210612277264653","1.5344593397792545","63","107","5","21110","EZR,PTPRC,ANXA1,PDE4B,CD83"
"GO:BP","regulation of interleukin-2 production","GO:0032663","0.029210612277264653","1.5344593397792545","63","107","5","21110","EZR,PTPRC,ANXA1,PDE4B,CD83"
"GO:BP","positive regulation of hemopoiesis","GO:1903708","0.029445222821736578","1.5309851548819422","183","129","8","21110","HLA-DRB1,PTPRC,CD74,HLA-DRA,ANXA1,PF4,CD83,ACTB"
"GO:BP","positive regulation of leukocyte differentiation","GO:1902107","0.029445222821736578","1.5309851548819422","183","129","8","21110","HLA-DRB1,PTPRC,CD74,HLA-DRA,ANXA1,PF4,CD83,ACTB"
"GO:BP","positive regulation of small molecule metabolic process","GO:0062013","0.030019505413847812","1.5225964672495154","142","48","5","21110","APOA1,APOA4,APOC2,CD74,ANXA1"
"GO:BP","wound healing","GO:0042060","0.030948538851360972","1.5093598501582615","443","129","12","21110","LRG1,S100A8,ANXA2,ANXA1,CD59,PPIA,CD36,PF4,SAA1,SERPINA1,KNG1,ACTB"
"GO:BP","positive regulation of T cell mediated cytotoxicity","GO:0001916","0.031891374202826145","1.4963267665567914","28","39","3","21110","HLA-DRB1,PTPRC,HLA-DRA"
"GO:BP","cellular response to interleukin-1","GO:0071347","0.03191889273487537","1.495952182718375","106","109","6","21110","CCL5,IRAK3,CCL3,IL1R2,CCL4,XCL2"
"GO:BP","regulation of interleukin-6 production","GO:0032675","0.03207077818095264","1.4938905020112723","153","113","7","21110","BPI,CD74,CD36,IRAK3,SPON2,MMP8,ORM1"
"GO:BP","interleukin-6 production","GO:0032635","0.03207077818095264","1.4938905020112723","153","113","7","21110","BPI,CD74,CD36,IRAK3,SPON2,MMP8,ORM1"
"GO:BP","cytokine production involved in immune response","GO:0002367","0.03235111797059096","1.4901107066469288","117","99","6","21110","APOA1,APOA2,CD74,CD36,IRAK3,SPON2"
"GO:BP","regulation of cytokine production involved in immune response","GO:0002718","0.03235111797059096","1.4901107066469288","117","99","6","21110","APOA1,APOA2,CD74,CD36,IRAK3,SPON2"
"GO:BP","protein phosphorylation","GO:0006468","0.03320046694190029","1.4788558081976322","1547","74","17","21110","S100A12,APOA1,FABP4,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PKM,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","positive regulation of alpha-beta T cell activation","GO:0046635","0.03331007987974098","1.477424325841122","70","48","4","21110","HLA-DRB1,PTPRC,HLA-DRA,ANXA1"
"GO:BP","lymphocyte chemotaxis","GO:0048247","0.03339987817714283","1.47625511723308","63","110","5","21110","CCL5,CCL3,CCL4,XCL2,SAA1"
